Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779269601,100,,Aggregated,36.600000,0.700000,170,200,290,330,610,1300,2400,2800,3300,3300,3300,530,7,160.0,324.3052244320757,37.92558299999982,3276.122458999999,545.0603773584905
1779269602,100,,Aggregated,36.800000,0.700000,160,190,290,330,570,1300,2300,2800,3300,3300,3300,562,7,160.0,317.16702593416403,32.26854200000062,3276.122458999999,519.3078291814946
1779269603,100,,Aggregated,37.300000,0.700000,160,190,290,330,570,1300,2300,2800,3300,3300,3300,600,7,160.0,317.0425929716668,32.26854200000062,3276.122458999999,549.2166666666667
1779269604,100,,Aggregated,37.200000,0.700000,160,190,280,330,560,1300,2300,2700,3300,3300,3300,637,7,160.0,310.57722068288865,30.559583999998807,3276.122458999999,538.5792778649922
1779269605,100,,Aggregated,35.700000,0.400000,160,190,280,330,560,1300,2300,2700,3300,3300,3300,675,7,160.0,311.3812196148148,30.559583999998807,3276.122458999999,530.1214814814815
1779269606,100,,Aggregated,35.600000,0.000000,160,190,270,310,540,1300,2300,2700,3300,3300,3300,708,7,160.0,304.12999069067786,30.559583999998807,3276.122458999999,511.4929378531073
1779269607,100,,Aggregated,35.900000,0.000000,160,180,230,310,520,1300,2300,2700,3300,3300,3300,744,7,160.0,296.5698462607527,30.559583999998807,3276.122458999999,491.9220430107527
1779269608,100,,Aggregated,36.100000,0.000000,160,180,230,310,520,1300,2300,2700,3300,3300,3300,783,7,160.0,300.76092224393346,30.559583999998807,3276.122458999999,498.735632183908
1779269609,100,,Aggregated,36.500000,0.000000,160,180,210,300,510,1300,2200,2700,3300,3300,3300,819,7,160.0,295.5219082625152,30.559583999998807,3276.122458999999,481.6544566544567
1779269610,100,,Aggregated,36.300000,0.000000,160,180,210,290,500,1300,2200,2700,3300,3300,3300,856,7,160.0,289.421029093458,30.559583999998807,3276.122458999999,466.3679906542056
1779269611,100,,Aggregated,35.900000,0.000000,160,180,210,290,510,1300,2200,2700,3300,3300,3300,888,7,160.0,292.9557141385136,30.559583999998807,3276.122458999999,464.338963963964
1779269612,100,,Aggregated,36.200000,0.000000,160,180,210,290,500,1300,2200,2700,3300,3300,3300,919,7,160.0,292.91230530032647,30.559583999998807,3276.122458999999,475.1240478781284
1779269613,100,,Aggregated,36.100000,0.000000,160,180,210,290,500,1300,2200,2700,3300,3300,3300,959,7,160.0,292.7798258050053,30.559583999998807,3276.122458999999,471.0427528675704
1779269614,100,,Aggregated,35.600000,0.000000,160,180,210,290,500,1300,2200,2700,3300,3300,3300,990,7,160.0,292.17007385252526,30.559583999998807,3276.122458999999,471.8191919191919
1779269615,100,,Aggregated,36.000000,0.000000,160,180,210,280,470,1300,2200,2700,3000,3300,3300,1031,7,160.0,289.79056440931146,30.559583999998807,3276.122458999999,467.80795344325895
1779269616,100,,Aggregated,35.800000,0.000000,160,180,210,280,460,1300,2100,2700,3000,3300,3300,1067,7,160.0,287.87547988003746,30.559583999998807,3276.122458999999,454.0702905342081
1779269617,100,,Aggregated,35.300000,0.000000,160,180,200,270,460,1300,2100,2700,3000,3300,3300,1095,7,160.0,286.55370916164384,30.559583999998807,3276.122458999999,455.05479452054794
1779269618,100,,Aggregated,36.200000,0.000000,160,180,200,270,460,1300,2100,2400,3000,3300,3300,1143,7,160.0,289.45961500437465,30.559583999998807,3276.122458999999,442.24759405074366
1779269619,100,,Aggregated,34.600000,0.000000,160,180,200,260,460,1300,2100,2400,3000,3300,3300,1169,7,160.0,287.41513889478205,30.559583999998807,3276.122458999999,434.1907613344739
1779269620,100,,Aggregated,35.000000,0.000000,160,180,200,240,460,1300,2100,2400,3000,3300,3300,1210,7,160.0,286.4765235809919,30.559583999998807,3276.122458999999,431.1314049586777
1779269621,100,,Aggregated,35.700000,0.000000,160,180,200,230,430,1300,2100,2400,3000,3300,3300,1241,7,160.0,283.5392589580987,30.559583999998807,3276.122458999999,431.7348912167607
1779269622,100,,Aggregated,35.200000,0.000000,160,180,200,230,410,1300,2000,2400,3000,3300,3300,1282,7,160.0,281.7677225951642,30.559583999998807,3276.122458999999,430.52496099843995
1779269623,100,,Aggregated,34.800000,0.000000,160,180,200,230,410,1300,2000,2400,3000,3300,3300,1320,7,160.0,281.3254884424247,30.559583999998807,3276.122458999999,429.33863636363634
1779269624,100,,Aggregated,35.400000,0.000000,160,180,200,230,380,1300,2000,2400,3000,3300,3300,1354,7,160.0,279.36708548227523,30.559583999998807,3276.122458999999,436.9298375184638
1779269625,100,,Aggregated,36.400000,0.000000,160,180,200,220,370,1300,2000,2400,3000,3300,3300,1396,7,160.0,277.41646390759354,30.559583999998807,3276.122458999999,435.29083094555875
1779269626,100,,Aggregated,35.300000,0.000000,160,180,200,220,360,1300,2000,2300,3000,3300,3300,1424,7,160.0,274.8912953469105,30.559583999998807,3276.122458999999,436.3209269662921
1779269627,100,,Aggregated,36.000000,0.000000,160,180,200,220,360,1300,2000,2300,3000,3300,3300,1465,7,160.0,272.9813468648469,30.559583999998807,3276.122458999999,427.1863481228669
1779269628,100,,Aggregated,35.900000,0.000000,160,180,200,220,350,1300,2000,2300,3000,3300,3300,1495,7,160.0,272.20453722809407,30.559583999998807,3276.122458999999,427.9779264214047
1779269629,100,,Aggregated,36.400000,0.000000,160,180,190,220,360,1300,2000,2300,3000,3300,3300,1533,7,160.0,273.95893867710413,30.559583999998807,3276.122458999999,419.5225048923679
1779269630,100,,Aggregated,35.700000,0.000000,160,180,190,210,350,1300,1900,2300,3000,3300,3300,1561,7,160.0,272.62912905124955,30.559583999998807,3276.122458999999,413.7514413837284
1779269631,100,,Aggregated,35.300000,0.000000,160,180,190,210,350,1300,1900,2300,3000,3300,3300,1601,7,160.0,270.63175829731443,30.559583999998807,3276.122458999999,411.9631480324797
1779269632,100,,Aggregated,35.000000,0.000000,160,180,190,210,350,1300,1900,2300,3000,3300,3300,1637,7,160.0,271.56662672571815,30.559583999998807,3276.122458999999,412.25595601710444
1779269633,100,,Aggregated,35.600000,0.000000,160,180,190,210,350,1300,1900,2300,3000,3300,3300,1666,7,160.0,271.4909379201684,30.559583999998807,3276.122458999999,412.91776710684275
1779269634,100,,Aggregated,35.400000,0.000000,160,180,190,210,350,1300,1900,2300,3000,3300,3300,1710,7,160.0,270.28449027426933,30.559583999998807,3276.122458999999,406.0204678362573
1779269635,100,,Aggregated,34.500000,0.000000,160,180,190,210,350,1300,1900,2300,3000,3300,3300,1744,7,160.0,269.141482915138,30.559583999998807,3276.122458999999,400.0011467889908
1779269636,100,,Aggregated,35.400000,0.000000,160,180,190,210,350,1300,1900,2300,3000,3300,3300,1783,7,160.0,269.5772943987664,30.559583999998807,3276.122458999999,399.4660684240045
1779269637,100,,Aggregated,36.000000,0.000000,160,180,190,210,350,1300,1800,2300,3000,3300,3300,1814,7,160.0,269.2837057348404,30.559583999998807,3276.122458999999,393.92061742006615
1779269638,100,,Aggregated,34.300000,0.000000,160,180,190,210,350,1300,1800,2300,3000,3300,3300,1858,7,160.0,267.6718324773953,30.559583999998807,3276.122458999999,410.17222820236816
1779269639,100,,Aggregated,35.600000,0.000000,160,180,190,210,350,1300,1800,2300,3000,3300,3300,1888,7,160.0,266.56022393432227,30.559583999998807,3276.122458999999,417.17478813559325
